taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Pomaderris velutina,"Distribution and occurrence: Generally along streams, south from Lake Burragorang; not common in this State. Generally along streams.NSW subdivisions: CC, CT, ST, SWS Other Australian states: Vic. Tas.", generally alongstreams south from lake burragorang notcommon in this state generally alongstreams  ,XX,notcommon,,,,,,,streambanks,alongstreams,streambanks,alongstreams,,,,,,,,
Pomaderris virgata,"Distribution and occurrence: In sclerophyll forest on the escarpment ranges, south from near Tuross Falls. In sclerophyll forest.NSW subdivisions: SC, ST Other Australian states: Vic.", in sclerophyllforest on the escarpment ranges south from near tuross falls in sclerophyllforest  ,,,,,,,,,escarpments,escarpment,forest_sclerophyll,sclerophyllforest sclerophyllforest,,,,,,,,
Pomaderris viridis,"Distribution and occurrence: Known from a few localities in south-eastern New South Wales, in an area approximately bounded by the settlements of Bemboka, Brogo and Towamba. Commonly occurs in rocky sites, usually in the vicinity of watercourses, but also collected from moist forest on mid-slopes of low ridgelines.NSW subdivisions: SC, ST Most collections of P. viridis indicate association with P. aspera and P. cinerea, and it is believed to be likely that it is either an F1 hybrid with these two species as parents, or it is a true-breeding species of hybrid ancestry.", known from a few localities in southeastern new south wales in an area approximately bounded by the settlements of bemboka brogo and towamba commonly occurs in rockysites usually in the vicinity of watercourses but also collected from moist forest on midslopes of low ridgelines  ,,,,,,,moist,moist,rocky watercourses,rockysites watercourses,streambanks streams forest,watercourses watercourses forest,,,,,soil_rocky,rockysites rockys,,
Pomaderris walshii,"Distribution and occurrence: Currently only known fron the upper Kangaroo River and its tributaries, above Carringon Falls, south-east of Robertson. Riparian shrubland dominated by Callicoma serratifollia, Ceratopetalum apetalum and Grevillea rivularis, and open grassy forest dominated by Eucalytpus fastigata.NSW subdivisions: CC, CTThreatened species: NSW BCA: Critically Endangered; Commonwealth EPBC: Critically Endangered Populations of plants may be threatened by changes in fire or flood frequencies, or by future use of private land. Named in recognition of botanist Neville Walsh of the National Herbarium of Victoria for his work in the revision of Pomaderris.", currently only known fron the upper kangaroo river and its tributaries above carringon falls southeast of robertson riparian shrubland dominated by callicoma serratifollia ceratopetalum apetalum and grevillea rivularis and open grassy forest dominated by eucalytpus fastigata  ,,,,,,,,,,,riparian streams shrubland forest,riparian river shrubland forest,,,,,,,,
Rhamnus alaternus,"Distribution and occurrence: Sometimes cultivated, occasionally naturalized. Native of Eur.NSW subdivisions: *NC, *CC, *SC, *CT, *ST, *CWS", sometimes cultivated occasionally naturalized native of eur  ,,,,,,,,,,,cultivated,cultivated,,,,,,,,
Spyridium burragorang,"Distribution and occurrence: Recorded from  the Lake Burragorang district and Wollondilly, also from near Cessnock; rare. In open forest.NSW subdivisions: NC, CC", recorded from  the lake burragorang district and wollondilly also from near cessnock rare in openforest  ,,,,,rare,rare,,,,,forest_open,openforest,,,,,,,,
Spyridium buxifolium,"Distribution and occurrence: Not common, upper Hunter Valley and Howes Valley, also recorded from near Bathurst and Goulburn. In open forest on sandstone.NSW subdivisions: NC, CC, CT, ST, CWS", notcommon upper hunter valley and howes valley also recorded from near bathurst and goulburn in openforest on sandstone  ,XX,notcommon,,,,,,,valley,valley,forest_open,openforest,,,sandstone,sandstone,sand,sands,,
Spyridium cinereum,Distribution and occurrence: Recorded only in coastal heath at Nadgee; rare in N.S.W.NSW subdivisions: SC Other Australian states: Vic., recorded only in coastalheath at nadgee rare in nsw  ,,,,,rare,rare,,,,,heath_coastal,coastalheath,,,,,,,,
Spyridium eriocephalum,"Distribution and occurrence: In mallee communities, usually in deep sandy soils, sometimes on more gravelly soils on ridges; not common.NSW subdivisions: ?CWS, SWP Other Australian states: Vic. Tas. S.A. A specimen from the Goulburn R. valley (CWS) is closest to this taxon.", in mallee communities usually in deep sandy soils sometimes on more gravelly soils on ridges notcommon  ,XX,notcommon,,,,,,,ridges,ridges,mallee,mallee,,,,,gravel sand,gravelly sandy,,
Spyridium parvifolium,"Distribution and occurrence: On the tablelands and adjacent Slopes south of Burrinjuck Dam and on the coast south of Twofold Bay.NSW subdivisions: SC, ST, SWS Other Australian states: Vic. Tas. S.A.", on the tablelands and adjacent slopes south of burrinjuck dam and on the coast south of twofold bay  ,,,,,,,,,slopes plateaus,slopes tablelands,,,,,,,,,,
Spyridium scortechinii,"Distribution and occurrence: Widespread on the ranges, also in the upper Hunter Valley, rare on the coast; north from Bermagui. Often in rocky sites in open forest on infertile soils.NSW subdivisions: NC, CC, SC, NT, ST, NWS, CWS Other Australian states: Qld", widespread on the ranges also in the upper hunter valley rare on the coast north from bermagui often in rockysites in openforest on infertile soils  ,,,,,rare widespread,rare widespread,,,rocky valley,rockysites valley,forest_open,openforest,,,,,soil_rocky,rockysites rockys,,
Stenanthemum leucophractum,"Distribution and occurrence: Usually in mallee communities, not common; from Ardlethan west to the Hillston district.NSW subdivisions: CWS, SWP Other Australian states: Vic. W.A. S.A.", usually in mallee communities notcommon from ardlethan west to the hillston district  ,XX,notcommon,,,,,,,hills,hills,mallee,mallee,,,,,,,,
Ventilago viminalis,"Distribution and occurrence: Usually found as scattered individuals in eucalypt communities, from heavy clay soils on flood plains to sandy soils; chiefly north of Nyngan. Often lopped to provide fodder for stock.NSW subdivisions: NWS, NWP Other Australian states: Qld W.A. N.T.", usually found as scattered individuals in eucalypt communities from heavy clay soils on flood plainss to sandy soils chiefly north of nyngan often lopped to provide fodder for stock  ,,,,,scattered,scattered,,,plains,plainss,plains,plains,,,,,clay sand,clay sandy,,
Bruguiera gymnorhiza,"Distribution and occurrence: Grows in saline mud in estuaries, usually associated with the Grey MangroveNSW subdivisions: NC Other Australian states: Qld N.T. W.A.", grows in saline mud in estuaries usually associated with the grey mangrove  ,,,,,,,damp,mud,,,mangroves mud,mangrove mud,grey,grey,saline,saline,,,,
Rhizophora stylosa,"Distribution and occurrence: Grows in saline mud in river estuaries; rare in N.S.W., north from South West Rocks.NSW subdivisions: NC Other Australian states: Qld W.A. N.T.", grows in saline mud in river estuaries rare in nsw north from south west rocks  ,,,,,rare,rare,damp,mud,,,mud streams,mud river,,,saline,saline,,,,
Ripogonum album,"Distribution and occurrence: Grows in subtrop. and warm-temp. rainforest; widespread in coastal, to the escarpment ranges.NSW subdivisions: NC, CC, SC, CWS Other Australian states: Qld Vic.", grows in subtrop and warmtemp rainforest widespread in coastal to the escarpment ranges  ,,,,,widespread,widespread,,,coastal escarpments,coastal escarpment,rainforest,rainforest rainforest,,,,,,,,
Ripogonum brevifolium,"Distribution and occurrence: Grows in dry rainforest, north from Bulahdelah area.NSW subdivisions: NC, CC Other Australian states: Qld", grows in dry rainforest north from bulahdelah area  ,,,,,,,dry,dry,,,rainforest,rainforest rainforest,,,,,,,,
Ripogonum discolor,"Distribution and occurrence: Widespread in moist rainforest, coastal districts north from Myall Lakes and inland to Werrikimbe N.P.NSW subdivisions: NC, NT Other Australian states: Qld", widespread in moist rainforest coastaldistricts north from myall lakes and inland to werrikimbe np  ,XX,coastaldistricts,,,widespread,widespread,moist,moist,,,rainforest lakes,rainforest lakes rainforest,,,,,,,,
Ripogonum elseyanum,Distribution and occurrence: Widespread in moist rainforest; coastal districts north from Dorrigo.NSW subdivisions: NC Other Australian states: Qld, widespread in moist rainforest coastaldistricts north from dorrigo  ,XX,coastaldistricts,,,widespread,widespread,moist,moist,,,rainforest,rainforest rainforest,,,,,,,,
Ripogonum fawcettianum,"Distribution and occurrence: Grows in moist rainforest; widespread in coastal districts but usually not common, north from Gosford district.NSW subdivisions: NC, CC Other Australian states: Qld", grows in moist rainforest widespread in coastaldistricts but usually notcommon north from gosford district  ,XX,coastaldistricts notcommon,,,widespread,widespread,moist,moist,,,rainforest,rainforest rainforest,,,,,,,,
Acaena agnipila,"Distribution and occurrence: Widespread in eastern half of the State.NSW subdivisions: CC, SC, NT, CT, ST, NWS, CWS, SWS Other Australian states: Qld Vic. Tas. W.A. S.A.", widespread in eastern half of the state  ,,,,,widespread,widespread,,,,,,,,,,,,,,
Acaena anserovina,Distribution and occurrence: NSW subdivisions: ST Other Australian states: Vic. Tas. S.A. These plants ar hybrids between A. novae-zelandiae and the A. ovina s. lat. complex.,   ,,,,,,,,,,,,,,,,,,,,
Acaena echinata,"Distribution and occurrence: NSW subdivisions: CC, SC, CT, ST, NWS, CWS, SWS Other Australian states: Qld Vic. Tas. W.A. There are no herbarium specimens of A. echinata var. tylacantha in NSW; however, a collection from near Kiandra in 1962 is cited in Orchard's paper (Orchard 1969).",   ,,,,,,,,,,,,,,,,,,,,
Acaena echinata var. echinata,"Distribution and occurrence: NSW subdivisions: NT, CT, ST Other Australian states: Vic. S.A.",   ,,,,,,,,,,,,,,,,,,,,
Acaena echinata var. retrorsumpilosa,Distribution and occurrence: NSW subdivisions: ST Other Australian states: Vic. Tas. S.A. W.A.,   ,,,,,,,,,,,,,,,,,,,,
Acaena echinata var. subglabricalyx,"Distribution and occurrence: NSW subdivisions: CC, SC, ST, CWS, SWS Other Australian states: Vic. Tas. W.A.",   ,,,,,,,,,,,,,,,,,,,,
Acaena echinata var. tylacantha,Distribution and occurrence: NSW subdivisions: ?ST Other Australian states: Vic. S.A.,   ,,,,,,,,,,,,,,,,,,,,
Acaena novae-zelandiae,"Distribution and occurrence: Widespread.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS Other Australian states: Qld Vic. Tas. S.A.", widespread  ,,,,,widespread,widespread,,,,,,,,,,,,,,
Acaena ovina,"Distribution and occurrence: NSW subdivisions: NT, CT, ST, NWS, CWS, SWS Other Australian states: Qld Vic. Tas. W.A. S.A.",   ,,,,,,,,,,,,,,,,,,,,
"Acaena sp. Thredbo River Gorge (L.A.S.Johnson ;amp; E.F.Constable s.n., 19 Jan 1951)","Distribution and occurrence: Common in heath and in rocky situations in alpine and subalpine areas of Snowy Mtns. Although Flora of NSW 1 (1990) included Tasmania in the distribution, no collection records have been located to support this. K.L.Gibbons Jan2020.NSW subdivisions: ST Other Australian states: ?Tas.", common in heath and in rocky situations in alpine and subalpine areas of snowy mtns although flora of nsw 1 1990 included tasmania in the distribution no collection records have been located to support this klgibbons jan2020  ,,,,,common,common,,,,,alpine heath subalpine,alpine heath subalpine,,,,,soil_rocky,rocky,,
Agrimonia eupatoria,"Distribution and occurrence: Recorded in woodland and grassland on better soils. Native of Eur.NSW subdivisions: *NC, *NT Other Australian states: *Qld", recorded in woodland and grassland on better soils native of eur  ,,,,,,,,,,,grassland woodland,grassland woodland,,,,,,,,
Alchemilla xanthochlora,"Distribution and occurrence: Generally grows in alpine and subalpine tracts of the Alps. Plants were established in the Alps very early in the period of European settlement, and as a result it has often been considered to be native. Native of Eur.NSW subdivisions: *ST", generally grows in alpine and subalpine tracts of the alps plants were established in the alps very early in the period of european settlement and as a result it has often been considered to be native native of eur  ,,,,,,,,,,,alpine subalpine,alps alpine subalpine,,,,,,,,
Aphanes arvensis,"Distribution and occurrence: Often colonizing disturbed areas. Native of Eur.NSW subdivisions: *NT, *CT, *ST, *NWS, *SWS Other Australian states: *Vic. *Tas.", often colonizing disturbed areas native of eur  ,,,,,,,,,,,disturbed,disturbed,,,,,,,,
Aphanes australiana,"Distribution and occurrence: Usually on rocks, often in moss mats in forest.NSW subdivisions: CT, ST, NWS, CWS, SWS, NWP, SWP Other Australian states: Vic. Tas.", usually on rocks often in moss mats in forest  ,,,,,,,,,,,forest,forest,,,,,,,,
Aphanes inexspectata,"Distribution and occurrence: Usually grows on disturbed sites, not common. Native of Eur.NSW subdivisions: *ST, *SWS Other Australian states: *Vic.", usually grows on disturbed sites notcommon native of eur  ,XX,notcommon,,,,,,,,,disturbed,disturbed,,,,,,,,
