taxon_name,original_text,text,commonness_a,commonness_f,habitat_a,habitat_f,habitat_topographic_a,habitat_topographic_f,plant_growth_substrate_a,plant_growth_substrate_f,soil_a,soil_f,soil_moisture_a,soil_moisture_f,substrate_a,substrate_f
Styphelia adscendens,Disjunctly distributed in far western Victoria from Casterton area to Stawell and in the east eg Providence Ponds Howe Range occurring in heathland heathy woodland or openforest on sandy sometimes rocky substrates,Disjunctly distributed in far western Victoria from Casterton area to Stawell and in the east eg Providence Ponds Howe Range occurring in heathland heathy woodland or openforest on sandy sometimes rocky substrates,NA,NA,forest_open heath woodland,openforest heathland woodland,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Styphelia attenuata,Scattered and generally rather rare but locally abundant on dryish rocky usually elevated sites in the further east eg Mt Hedrick near Maffra BenambraWulgulmerang area Mt Tingaringy,Scattered and generally rather rare but locallyabundant on dryish rocky usually elevated sites in the further east eg Mt Hedrick near Maffra BenambraWulgulmerang area Mt Tingaringy,locally_abundant rare,locallyabundant rare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styphelia clelandii,Occurs in mallee scrub and heath communities sometimes in poorly drained slightly saline sites from the Big Desert eg Wyperfeld National Park south to near Casterton and as far east as the Victoria Range in the Grampians Rather rare throughout its range,Occurs in malleescrub and heath communities sometimes in poorly drained slightly saline sites from the Big Desert eg Wyperfeld National Park south to near Casterton and as far east as the Victoria Range in the Grampians Rather rare throughout its range,rare,rare,shrubland_mallee heath mallee,malleescrub heath mallees,NA,NA,NA,NA,NA,NA,NA,NA,saline,saline
Styphelia cordifolia,Confined in Victoria to the far northwest where an occasional component of heathlands and heathy mallee woodlands usually toward the crests of dunes on deep sand,Confined in Victoria to the far northwest where an occasional component of heathlands and heathy mallee woodlands usually toward the crests of sandduness on deep sand,NA,NA,sanddunes heath mallee woodland,sandduness heathlands mallee sandduness sanddunes woodlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styphelia ericoides,A common component of heaths and heathy woodlands on sandy or rocky ground in southern Victoria occasionally occurring in damp forest on loamy soils eg Kinglake Gembrook Rather uncommon north of the Dividing Range eg Heathcote MansfieldBenalla Mt BurrowaPine Mountain area,A common component of heaths and heathy woodlands on sandy or rocky ground in southern Victoria occasionally occurring in damp forest on loamy soils eg Kinglake Gembrook Rather uncommon north of the Dividing Range eg Heathcote MansfieldBenalla Mt BurrowaPine Mountain area,NA,NA,forest heath woodland,forest heaths woodlands,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Styphelia esquamata,In Victoria confined to poorly drained sites in nearcoastal heathlands eastwards from Marlo but locally rather common,In Victoria confined to poorly drained sites in nearcoastal heathlands eastwards from Marlo but locally rather common,NA,NA,heath,heathlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styphelia exarrhena,Rare in Victoria confined to the Big Desert area where it occurs in mallee scrub with a heathy understorey on sandy soil,Rare in Victoria confined to the Big Desert area where it occurs in malleescrub with a heathy understorey on sandy soil,NA,NA,shrubland_mallee mallee,malleescrub mallees,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Styphelia fletcheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styphelia fletcheri subsp. brevisepala,Scattered through dryish montane to subalpine areas in the east and northeast eg Licola Mt Buffalo Omeo Bonang Wulgulmerang Pine Mountain with disjunct westerly occurrences near Daylesford and in the Brisbane Ranges,Scattered through dryish montane to subalpine areas in the east and northeast eg Licola Mt Buffalo Omeo Bonang Wulgulmerang Pine Mountain with disjunct westerly occurrences near Daylesford and in the Brisbane Ranges,NA,NA,subalpine,subalpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styphelia humifusa,Common and widespread from nearcoastal to inland areas particularly in heathy to grassy woodland and openforest,Common and widespread from nearcoastal to inland areas particularly in heathy to grassy woodland and openforest,NA,NA,widespread woodland,widespread woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styphelia nesophila,New Zealand Fairly widespread in eastern Victoria but rather uncommon occurring chiefly on shallow sandy or gravelly soils often near rock in open sites within dryish openforests woodland or heathland often montane,New Zealand Fairly widespread in eastern Victoria but rather uncommon occurring chiefly on shallow sandy or gravelly soils often near rock in open sites within dryish openforests woodland or heathland often montane,NA,NA,forest_open heath widespread woodland,openforests heathland widespread woodland,NA,NA,NA,NA,gravelly sand,gravelly sandy,NA,NA,NA,NA
Styphelia riparia,Known only from rocky shores of the Snowy River from the gorge tract east of W Tree to shortly downstream of the Buchan River confluence,Known only from rocky shores of the Snowy River from the gorge tract east of W Tree to shortly downstream of the Buchan River confluence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Styphelia rufa,Occurring mainly in heathland on sandy soils in the mallee regions with scattered disjunct occurrences across northern and northeastern Victoria where chiefly a species of shallow rocky soils in dry woodland,Occurring mainly in heathland on sandy soils in the mallee regions with scattered disjunct occurrences across northern and northeastern Victoria where chiefly a species of shallow rockysoils in dry woodland,NA,NA,heath mallee,heathland mallee,NA,NA,NA,NA,rocky sand,rockysoils sandy,NA,NA,NA,NA
Styphelia sieberi,Occasional on shallow rocky soils in dryish foothill to montane forests from about the Mitchell River eastwards eg Buchan Murrindal Nowa Nowa Deddick Howe Range,Occasional on shallow rockysoils in dryish foothill to montane forests from about the Mitchell River eastwards eg Buchan Murrindal Nowa Nowa Deddick Howe Range,NA,NA,forest,forests,NA,NA,NA,NA,rocky,rockysoils,NA,NA,NA,NA
Styphelia woodsii,Confined in Victoria to malleeheath developed on deep sands usually on or near dune crests in the Little Desert and southern Big Desert Two collections pre1900 or early 20th Century purporting to be from the Grampians southern Grampians and Mt William are of dubious origin and likely to be the result of mixed labels,Confined in Victoria to malleeheath developed on deep sands usually on or near sanddunes crests in the Little Desert and southern Big Desert Two collections pre1900 or early 20th Century purporting to be from the Grampians southern Grampians and Mt William are of dubious origin and likely to be the result of mixed labels,NA,NA,sanddunes,sanddunes sanddunes sanddunes,NA,NA,NA,NA,sand,sands,NA,NA,NA,NA
Suaeda australis,Common fringing coastal and estuarine saltmarsh or brackish swamps localized further inland where noted from Lake Corangamite and Natimuk districts,Common fringing coastal and estuarine saltmarsh or brackish swamps localized further inland where noted from Lake Corangamite and Natimuk districts,NA,NA,saltmarshes swamp,saltmarsh swamps swamps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suaeda baccifera,Also naturalised Native to Eurasia Occasional in coastal and inland halophytic shrubland communities often in association with Suaeda australis and Tecticornia species,Also naturalised Native to Eurasia Occasional in coastal and inland halophytic shrubland communities often in association with Suaeda australis and Tecticornia species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suaeda linifolia,Native to Eurasia Apparently collected only twice in Australia from roadsides in Irymple and Red Cliffs both near Mildura,Native to Eurasia Apparently collected only twice in Australia from roadsidess in Irymple and Red Cliffs both near Mildura,NA,NA,roadside,roadsidess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suaeda maritima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suaeda maritima subsp. maritima,Also naturalised Native through much of Europe western Asia Collected chiefly from roadsides on slightly saline loamy or clay soils with dense local infestations Mildura Cohuna and Cobram areas,Also naturalised Native through much of Europe western Asia Collected chiefly from roadsidess on slightly saline loamy or clay soils with dense local infestations Mildura Cohuna and Cobram areas,NA,NA,roadside,roadsidess,NA,NA,NA,NA,clay,clay,NA,NA,saline,saline
Surreya diandra,Only 1 plant of this species was known to occur naturally in Victoria � on the margin of a salt lake near Nowingi in a low halophytic shrubland with Tecticornia and Frankenia species � but conservation efforts involving transplanting propagated plants appear to have resulted in some natural recruitment at the site,Only 1 plant of this species was known to occur naturally in Victoria � on the margin of a salt lake near Nowingi in a low halophytic shrubland with Tecticornia and Frankenia species � but conservation efforts involving transplanting propagated plants appear to have resulted in some natural recruitment at the site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona adenophylla,In Victoria known only from the Barmah Forest near Echuca where extremely rare,In Victoria known only from the Barmah Forest near Echuca where extremely rare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona behriana,Rare widespread but sporadic in Victoria mostly in lowlands west of Melbourne but extending to montane areas in the east eg Omeo Cobungra Gelantipy Usually found in grassland and grassy woodland on relatively fertile soils,Rare widespread but sporadic in Victoria mostly in lowlands west of Melbourne but extending to montane areas in the east eg Omeo Cobungra Gelantipy Usually found in grassland and grassy woodland on relatively fertile soils,NA,NA,grassland widespread woodland,grassland widespread woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona brachycarpa,Extremely rare in Victoria and apparently confined to the Grampians where found in tall openforest,Extremely rare in Victoria and apparently confined to the Grampians where found in tall openforest,rare,rare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona galegifolia,Extremely rare species currently known from only 2 sites in the Wodonga area where it grows in openforest,Extremely rare species currently known from only 2 sites in the Wodonga area where it grows in openforest,rare,rare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona greyana,Very rare and apparently confined in Victoria to the far northwest corner Lindsay Is where found on heavy soils in riverine woodland,Very rare and apparently confined in Victoria to the far northwest corner Lindsay Is where found on heavy soils in riverine woodland,rare,rare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona lessertiifolia,Locally abundant on sandhummocks in coastal areas of Victoria but less common east of Wilsons Promontory,Locally abundant on sandhummocks in coastal areas of Victoria but less common east of Wilsons Promontory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona luteola,Known in Victoria by a single 1966 colection from riverine woodland west of Mildura Now presumed extinct in the State,Known in Victoria by a single 1966 colection from riverine woodland west of Mildura Now presumed extinct in the State,NA,NA,woodland,woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona microphylla,In Victoria mainly confined to the far northwest but also near Echuca and on the upper Snowy River near Willis Grows mostly in light soils on sandhills and sandplains,In Victoria mainly confined to the far northwest but also near Echuca and on the upper Snowy River near Willis Grows mostly in light soils on sandhills and sandplains,NA,NA,sandhills sandplain,sandhills sandhills sandplains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona murrayana,Extremely rare in northern and western Victoria with an isolated southern recorded labeled Wannon River Usually found in seasonally inundated flats and around lakes,Extremely rare in northern and western Victoria with an isolated southern recorded labeled Wannon River Usually found in seasonally inundated flats and around lakes,rare,rare,NA,NA,flat,flats,NA,NA,NA,NA,NA,NA,NA,NA
Swainsona phacoides,Rare in Victoria mostly confined to the northwest downstream of about Echuca and occurring mostly on low dunes or sandy rises associated with lakes or the Murray River occasionally on plains with heavier soils rarely in deep sand mallee Collections from grassland or woodland from the BendigoMitiamo are outliers geographically and ecologically,Rare in Victoria mostly confined to the northwest downstream of about Echuca and occurring mostly on low sandduness or sandy rises associated with lakes or the Murray River occasionally on plains with heavier soils rarely in deep sand mallee Collections from grassland or woodland from the BendigoMitiamo are outliers geographically and ecologically,NA,NA,sanddunes grassland lakes mallee plains woodland,sandduness grassland lakes mallee plains sandduness sanddunes woodland,NA,NA,NA,NA,sand,sand sandy,NA,NA,NA,NA
